SCHOOL_ID,EXAMEN_JAAR,INSTELLINGSNAAM_VESTIGING,POSTCODE_VESTIGING,PLAATSNAAM,GEMEENTENUMMER,GEMEENTENAAM,PROVINCIE,SOORT_PO,DENOMINATIE_VESTIGING,BEVOEGD_GEZAG_NUMMER,AANTAL_LEERLINGEN_EXAMEN,EXAMEN,EXAMEN_AANTAL,EXAMEN_GEM
013OW,2017,IC BS Statenkwartier,2582VB,'S-GRAVENHAGE,518,'s-Gravenhage,Zuid-Holland,Bo,Rooms-Katholiek,20281,25.0,CET,25,539.2
013OY,2017,Willem van Oranje,7546EA,ENSCHEDE,153,Enschede,Overijssel,Bo,Protestants-Christelijk,24844,14.0,DIA,14,361.142857142857
013PA,2017,RKbs Bonifacius Roncalli,2405CC,ALPHEN AAN DEN RIJN,484,Alphen aan den Rijn,Zuid-Holland,Bo,Rooms-Katholiek,28601,47.0,CET,47,538.170212765957
013PG,2017,Basisschool De Duif,3205TG,SPIJKENISSE,1930,Nissewaard,Zuid-Holland,Bo,Protestants-Christelijk,45917,54.0,IEP,54,72.6863788168505
013PH,2017,Basissch Petrus Canisius,6511VZ,NIJMEGEN,268,Nijmegen,Gelderland,Bo,Rooms-Katholiek,47100,27.0,CET,27,533.925925925926
113PH,2017,Basissch De Driemaster,6512GD,NIJMEGEN,268,Nijmegen,Gelderland,Bo,Rooms-Katholiek,47100,25.0,CET,25,538.84
013PI,2017,Bernadette Mariaschool,2612XZ,DELFT,503,Delft,Zuid-Holland,Bo,Rooms-Katholiek,40928,29.0,CET,29,533.51724137931
013PK,2017,Chr Basisschool Rehoboth,7671RK,VRIEZENVEEN,1700,Twenterand,Overijssel,Bo,Protestants-Christelijk,61751,14.0,CET,14,537.428571428571
013PL,2017,St Nicolaas Basisschool,1131DR,VOLENDAM,385,Edam-Volendam,Noord-Holland,Bo,Rooms-Katholiek,72853,28.0,CET,28,532.285714285714
013PP,2017,De Morgenster,8265KA,KAMPEN,166,Kampen,Overijssel,Bo,Protestants-Christelijk,41125,23.0,ROUTE8,23,207.52173913043498
013PQ,2017,Bs md Bijbel bij de Bron,3881BL,PUTTEN,273,Putten,Gelderland,Bo,Protestants-Christelijk,40862,14.0,CET,14,531.0
013PR,2017,Prof. Dr. H. Kraemer,1068BZ,AMSTERDAM,363,Amsterdam,Noord-Holland,Bo,Protestants-Christelijk,81316,22.0,CET,23,527.0
013PS,2017,OBS De Woldstroom,7942AH,MEPPEL,119,Meppel,Drenthe,Bo,Openbaar,41629,17.0,ROUTE8,17,193.35294117647098
013PV,2017,Prinses Margriet School,1788AT,JULIANADORP,400,Den Helder,Noord-Holland,Bo,Openbaar,41858,24.0,CET,24,543.208333333333
013QB,2017,De Poolster,9311VA,NIEUW-RODEN,1699,Noordenveld,Drenthe,Bo,Openbaar,11711,42.0,IEP,42,82.9905431062339
013QD,2017,Grote en de Kleine Beer,1702CB,HEERHUGOWAARD,398,Heerhugowaard,Noord-Holland,Bo,Openbaar,41364,24.0,IEP,24,75.0777889590965
013QE,2017,Daalhuizen,6881LZ,VELP GLD,275,Rheden,Gelderland,Bo,Openbaar,41617,48.0,CET,48,541.625
013QJ,2017,OBS De Opslach,8801ER,FRANEKER,70,Franekeradeel,Friesland,Bo,Openbaar,41361,31.0,CET,32,532.65625
013QL,2017,BS De Beelen,9356CZ,TOLBERT,22,Leek,Groningen,Bo,Openbaar,41846,24.0,CET,24,531.625
013QM,2017,Europaschool,4505AP,ZUIDZANDE,1714,Sluis,Zeeland,Bo,Openbaar,41637,8.0,IEP,8,90.38896823380742
013QN,2017,De Vierambacht,3023TM,ROTTERDAM,599,Rotterdam,Zuid-Holland,Bo,Openbaar,41775,62.0,CET,61,534.16393442623
013QO,2017,Obs de Braskorf,9646DC,VEENDAM,47,Veendam,Groningen,Bo,Openbaar,41780,54.0,CET,54,538.740740740741
013QP,2017,Basissch de Gielguorde,9022AN,MANTGUM,140,Littenseradiel,Friesland,Bo,Openbaar,41856,12.0,CET,12,536.75
013QS,2017,het P@rk,6971CN,BRUMMEN,213,Brummen,Gelderland,Bo,Openbaar,41566,36.0,IEP,36,82.1201401500488
013QV,2017,Vensterschool Noordwolde,8391BG,NOORDWOLDE FR,98,Weststellingwerf,Friesland,Bo,Openbaar,41631,25.0,ROUTE8,25,194.48
013QZ,2017,Parkschool,2624RZ,DELFT,503,Delft,Zuid-Holland,Bo,Openbaar,41441,30.0,IEP,30,68.7475856413866
013RA,2017,Bs. Strijp Dorp,5651EN,EINDHOVEN,772,Eindhoven,Noord-Brabant,Bo,Openbaar,41248,8.0,IEP,8,71.87312352950592
013RB,2017,De Bosweide,2987EB,RIDDERKERK,597,Ridderkerk,Zuid-Holland,Bo,Openbaar,42709,35.0,ROUTE8,35,183.885714285714
013RD,2017,Geert Holle,1647MD,BERKHOUT,1598,Koggenland,Noord-Holland,Bo,Openbaar,41421,24.0,IEP,24,77.68899782765179
013RF,2017,Basissch de Rietschoof,4184EE,OPIJNEN,304,Neerijnen,Gelderland,Bo,Openbaar,41561,11.0,CET,11,538.636363636364
013RI,2017,Basisschool Anne Frank,3353VH,PAPENDRECHT,590,Papendrecht,Zuid-Holland,Bo,Openbaar,41560,18.0,IEP,19,81.1747742598382
013RO,2017,Mobiel,1107EZ,AMSTERDAM,363,Amsterdam,Noord-Holland,Bo,"Samenwerking PC, RK",43864,16.0,CET,17,527.2352941176471
013RP,2017,Oranjeschool v Basissond,3073JM,ROTTERDAM,599,Rotterdam,Zuid-Holland,Bo,Protestants-Christelijk,47595,19.0,IEP,19,77.8764051627156
013RQ,2017,RK BS Pieter Wijten,5143CZ,WAALWIJK,867,Waalwijk,Noord-Brabant,Bo,Rooms-Katholiek,71008,15.0,IEP,15,73.43193609649191
013RS,2017,RK Montessorisch v Bso,3581RP,UTRECHT,344,Utrecht,Utrecht,Bo,Rooms-Katholiek,77195,29.0,IEP,29,89.3534888548975
013RU,2017,Patrimoniumschool,3904AA,VEENENDAAL,345,Veenendaal,Utrecht,Bo,Protestants-Christelijk,70085,33.0,IEP,33,79.7678941444907
013RX,2017,Pr Willem Alexandersch,2694BW,'S-GRAVENZANDE,1783,Westland,Zuid-Holland,Bo,Protestants-Christelijk,41454,40.0,CET,40,536.95
013RY,2017,J.H. Snijdersschool,2282HM,RIJSWIJK ZH,603,Rijswijk,Zuid-Holland,Bo,Protestants-Christelijk,20281,37.0,ROUTE8,37,204.918918918919
013RZ,2017,Basisschool Juliana,7462XC,RIJSSEN,1742,Rijssen-Holten,Overijssel,Bo,Protestants-Christelijk,77196,84.0,ROUTE8,84,212.14285714285703
013SB,2017,Gr v Prinsterer Basissch,3731HB,DE BILT,310,De Bilt,Utrecht,Bo,Protestants-Christelijk,41794,22.0,CET,22,537.0454545454551
013SE,2017,RK Bs de Zevenster,3892CA,ZEEWOLDE,50,Zeewolde,Flevoland,Bo,Rooms-Katholiek,30357,17.0,CET,17,538.7647058823529
013SF,2017,Kon Wilhelminaschool,2231CX,RIJNSBURG,537,Katwijk,Zuid-Holland,Bo,Protestants-Christelijk,80095,60.0,CET,60,540.0
013SI,2017,De Hille,4535EV,TERNEUZEN,715,Terneuzen,Zeeland,Bo,Protestants-Christelijk,41241,11.0,IEP,11,81.72450244269191
013SJ,2017,O.B.S. MST. K.J. Dijkstra,8424PJ,ELSLOO FR,85,Ooststellingwerf,Friesland,Bo,Openbaar,41631,11.0,IEP,11,73.1787279637835
013SN,2017,Basisschool de Develhoek,3335BE,ZWIJNDRECHT,642,Zwijndrecht,Zuid-Holland,Bo,Openbaar,42709,20.0,IEP,20,80.11030059667591
013SP,2017,Obs 't Kraaienest,1943MH,BEVERWIJK,375,Beverwijk,Noord-Holland,Bo,Openbaar,41375,30.0,CET,30,537.9333333333329
013SQ,2017,Obs Zuuk,8161RJ,EPE,232,Epe,Gelderland,Bo,Openbaar,41345,6.0,IEP,6,76.02731945675299
013ST,2017,OBS t Geuzennest,4521AA,BIERVLIET,715,Terneuzen,Zeeland,Bo,Openbaar,40803,16.0,CET,16,537.9375
013SX,2017,Basisschoo lVlieger Tsjerne,8401NN,GORREDIJK,86,Opsterland,Friesland,Bo,Openbaar,41806,22.0,ROUTE8,22,201.72727272727298
013SY,2017,WereldKidz Koppel,3704KC,ZEIST,355,Zeist,Utrecht,Bo,Openbaar,41496,17.0,IEP,16,80.0034784156895
113SY,2017,Basisschool de Koppel,3711BP,AUSTERLITZ,355,Zeist,Utrecht,Bo,Openbaar,41496,15.0,IEP,15,86.0923427319118
013TA,2017,KC Bamboe,2544AH,'S-GRAVENHAGE,518,'s-Gravenhage,Zuid-Holland,Bo,Rooms-Katholiek,20281,30.0,IEP,30,69.6021630892774
013TB,2017,CBS De Koning,7545WP,ENSCHEDE,153,Enschede,Overijssel,Bo,Protestants-Christelijk,24844,14.0,DIA,14,356.0
013TG,2017,Basisschool de Bron,3204GS,SPIJKENISSE,1930,Nissewaard,Zuid-Holland,Bo,Protestants-Christelijk,45917,26.0,IEP,26,73.28828917505159
013TJ,2017,CBS Op de Wieken,8309AM,TOLLEBEEK,171,Noordoostpolder,Flevoland,Bo,Protestants-Christelijk,52274,13.0,CET,13,542.7692307692311
013TM,2017,Timotheusschool,1067JM,AMSTERDAM,363,Amsterdam,Noord-Holland,Bo,Protestants-Christelijk,81316,53.0,CET,53,530.471698113208
013TN,2017,Bs Karel de Grote,5653BB,EINDHOVEN,772,Eindhoven,Noord-Brabant,Bo,Protestants-Christelijk,40378,16.0,CET,16,528.3125
013TP,2017,De Ark,2023EA,HAARLEM,392,Haarlem,Noord-Holland,Bo,Protestants-Christelijk,85255,87.0,IEP,87,88.67681194852159
013TR,2017,Bs md Bijbel De Akker,3881XR,PUTTEN,273,Putten,Gelderland,Bo,Protestants-Christelijk,40862,28.0,CET,28,528.107142857143
013TT,2017,Obs de Tolter,7943LD,MEPPEL,119,Meppel,Drenthe,Bo,Openbaar,41629,30.0,ROUTE8,30,210.03333333333302
013TU,2017,Willem Lodewijck,9545PA,BOURTANGE,48,Vlagtwedde,Groningen,Bo,Openbaar,10925,8.0,CET,8,531.5
013TX,2017,Het Palet,2405CS,ALPHEN AAN DEN RIJN,484,Alphen aan den Rijn,Zuid-Holland,Bo,Openbaar,41431,10.0,CET,10,537.7
013TY,2017,De Tweemaster,9602TC,HOOGEZAND,18,Hoogezand-Sappemeer,Groningen,Bo,Openbaar,10426,22.0,ROUTE8,22,206.636363636364
013UB,2017,BS Graaf Reinald,4207MT,GORINCHEM,512,Gorinchem,Zuid-Holland,Bo,Openbaar,41386,11.0,IEP,11,83.45092152934009
013UC,2017,Obs de Flint,9312TA,NIETAP,1699,Noordenveld,Drenthe,Bo,Openbaar,11711,10.0,CET,10,535.3
013UD,2017,Obs de Moespot,4003TG,TIEL,281,Tiel,Gelderland,Bo,Openbaar,41876,50.0,CET,50,536.48
013UE,2017,De Helix,1706AA,HEERHUGOWAARD,398,Heerhugowaard,Noord-Holland,Bo,Openbaar,41364,12.0,IEP,12,76.4229571641099
013UI,2017,De Tandem,7608CL,ALMELO,141,Almelo,Overijssel,Bo,Openbaar,41522,59.0,CET,43,528.860465116279
013UJ,2017,Bs Koningin Wilhelmina,2941XH,LEKKERKERK,1931,Krimpenerwaard,Zuid-Holland,Bo,Openbaar,41401,26.0,CET,26,531.038461538462
013UL,2017,Apollo,7904LW,HOOGEVEEN,118,Hoogeveen,Drenthe,Bo,Openbaar,42557,17.0,CET,17,529.941176470588
013UO,2017,OBS De Noorderbreedte,9645PK,VEENDAM,47,Veendam,Groningen,Bo,Openbaar,41780,18.0,ROUTE8,17,190.23529411764702
013UR,2017,Meester G. Propschool,7241HB,LOCHEM,262,Lochem,Gelderland,Bo,Openbaar,42561,40.0,CET,40,538.275
013UV,2017,De Oerstek,9257WE,NOARDBURGUM,737,Tytsjerksteradiel,Friesland,Bo,Openbaar,41735,5.0,CET,5,529.6
013UW,2017,Basisschool de Striepe,8474CE,OLDEHOLTPADE,98,Weststellingwerf,Friesland,Bo,Openbaar,41631,20.0,IEP,20,80.2527301713244
013UX,2017,Obs Piet Hein,1181XW,AMSTELVEEN,362,Amstelveen,Noord-Holland,Bo,Openbaar,41580,62.0,CET,62,538.967741935484
013VC,2017,OBS de Huet,7006DG,DOETINCHEM,222,Doetinchem,Gelderland,Bo,Openbaar,41371,17.0,CET,17,525.2352941176471
013VG,2017,Het Anker,3274CD,HEINENOORD,585,Binnenmaas,Zuid-Holland,Bo,Openbaar,41444,9.0,IEP,9,83.3070532721194
013VH,2017,Pro Rege school,1065JX,AMSTERDAM,363,Amsterdam,Noord-Holland,Bo,Protestants-Christelijk,81316,70.0,CET,70,533.6
013VI,2017,Het Stroomdal,8032CG,ZWOLLE,193,Zwolle,Overijssel,Bo,Protestants-Christelijk,40934,20.0,CET,20,536.0
013VN,2017,De Trompetvogel,3435EP,NIEUWEGEIN,356,Nieuwegein,Utrecht,Bo,Protestants-Christelijk,41528,21.0,CET,21,537.142857142857
013VQ,2017,"Christelijke BS ""Melodie""",2287BS,RIJSWIJK ZH,603,Rijswijk,Zuid-Holland,Bo,Protestants-Christelijk,20281,25.0,IEP,23,71.651222380597
013VR,2017,Basisschool Wilhelmina,7462AA,RIJSSEN,1742,Rijssen-Holten,Overijssel,Bo,Protestants-Christelijk,77196,15.0,CET,15,536.4
013VS,2017,De Rietakker,3732AN,DE BILT,310,De Bilt,Utrecht,Bo,Protestants-Christelijk,41794,24.0,CET,24,534.541666666667
013WB,2017,Bs De Twee Wieken,3334EH,ZWIJNDRECHT,642,Zwijndrecht,Zuid-Holland,Bo,Openbaar,42709,30.0,ROUTE8,30,201.233333333333
013WC,2017,Obs Tweespan,3218XA,HEENVLIET,1930,Nissewaard,Zuid-Holland,Bo,Openbaar,41570,17.0,ROUTE8,17,204.470588235294
013WE,2017,OBS Gildeschool,8161HG,EPE,232,Epe,Gelderland,Bo,Openbaar,41345,24.0,IEP,24,85.2456780381681
013WI,2017,OBS St@mperius,4475AL,WILHELMINADORP,664,Goes,Zeeland,Bo,Openbaar,41670,11.0,CET,11,534.818181818182
013WM,2017,Jeroen,2524CK,'S-GRAVENHAGE,518,'s-Gravenhage,Zuid-Holland,Bo,Rooms-Katholiek,20281,45.0,CET,45,532.733333333333
013WQ,2017,Basisschool het Baken,3206HK,SPIJKENISSE,1930,Nissewaard,Zuid-Holland,Bo,Protestants-Christelijk,45917,23.0,IEP,23,75.2016407631387
013WR,2017,Bs De Kleine Wereld,6533KG,NIJMEGEN,268,Nijmegen,Gelderland,Bo,Rooms-Katholiek,47100,25.0,IEP,24,78.7967834082511
013WS,2017,Mgr Bekkersschool,2624ZA,DELFT,503,Delft,Zuid-Holland,Bo,Rooms-Katholiek,40928,18.0,CET,18,532.611111111111
013WT,2017,CBS Klimop,8308AL,NAGELE,171,Noordoostpolder,Flevoland,Bo,Protestants-Christelijk,52274,6.0,CET,6,536.5
013WU,2017,De Regenboog,1107NE,AMSTERDAM,363,Amsterdam,Noord-Holland,Bo,Rooms-Katholiek,41023,23.0,ROUTE8,23,200.52173913043498
013WV,2017,De Springplank,1132BR,VOLENDAM,385,Edam-Volendam,Noord-Holland,Bo,Rooms-Katholiek,72853,30.0,CET,30,538.666666666667
013WW,2017,KC Westerbreedte,5224BD,'S-HERTOGENBOSCH,796,'s-Hertogenbosch,Noord-Brabant,Bo,Rooms-Katholiek,74049,25.0,ROUTE8,25,196.12
013WX,2017,Johannesschool,1069RK,AMSTERDAM,363,Amsterdam,Noord-Holland,Bo,Protestants-Christelijk,81316,26.0,CET,26,526.038461538462
013WZ,2017,Basissch de Rehobothsch,8266BK,KAMPEN,166,Kampen,Overijssel,Bo,Protestants-Christelijk,41125,28.0,ROUTE8,28,208.64285714285703
013XA,2017,Bs met de Bijbel Huinen,3882TJ,PUTTEN,273,Putten,Gelderland,Bo,Reformatorisch,40667,23.0,CET,24,533.25
013XE,2017,Nieuw Buinen 75,9521AA,NIEUW-BUINEN,1681,Borger-Odoorn,Drenthe,Bo,Openbaar,42554,12.0,IEP,11,79.39383667571691
013XF,2017,De Kluft,1782DA,DEN HELDER,400,Den Helder,Noord-Holland,Bo,Openbaar,41858,34.0,CET,34,534.6470588235289
013XG,2017,OBS Het Startblok,2402GS,ALPHEN AAN DEN RIJN,484,Alphen aan den Rijn,Zuid-Holland,Bo,Openbaar,41431,15.0,IEP,15,83.1804492057652
013XH,2017,Obs Meester Eeuwout,3231XS,BRIELLE,501,Brielle,Zuid-Holland,Bo,Openbaar,41570,19.0,CET,19,539.368421052632
013XI,2017,Het Ruimteschip,9602EN,HOOGEZAND,18,Hoogezand-Sappemeer,Groningen,Bo,Openbaar,10426,32.0,ROUTE8,32,205.21875
013XJ,2017,Obs 't Vierspan,1613EV,GROOTEBROEK,532,Stede Broec,Noord-Holland,Bo,Openbaar,13662,39.0,CET,39,534.589743589744
013XL,2017,Meander SGM v BSO,4206ZM,GORINCHEM,512,Gorinchem,Zuid-Holland,Bo,Openbaar,41386,56.0,IEP,56,73.7721845248188
013XM,2017,OBS Het Palet,9315PA,RODERWOLDE,1699,Noordenveld,Drenthe,Bo,Openbaar,11711,10.0,CET,10,543.4
013XN,2017,Basisschool De Waayer,4007TP,TIEL,281,Tiel,Gelderland,Bo,Openbaar,41876,45.0,CET,45,536.244444444444
013XP,2017,De Kameleon,6882DP,VELP GLD,275,Rheden,Gelderland,Bo,Openbaar,41617,21.0,CET,21,532.809523809524
013XQ,2017,Montessori Schiedam,3117LD,SCHIEDAM,606,Schiedam,Zuid-Holland,Bo,Openbaar,41567,8.0,CET,8,536.5
013XS,2017,De Twijn,7603TK,ALMELO,141,Almelo,Overijssel,Bo,Openbaar,41522,21.0,CET,21,529.0
013XT,2017,Basisschool Pr Bernhard,2941EK,LEKKERKERK,1931,Krimpenerwaard,Zuid-Holland,Bo,Openbaar,41401,5.0,CET,5,534.2
013XU,2017,BS Noorderbreedte,9933KH,DELFZIJL,10,Delfzijl,Groningen,Bo,Openbaar,41574,23.0,CET,24,537.958333333333
013XW,2017,"Het Hoeltien, loc. Oostenbrink",7913AT,HOLLANDSCHEVELD,118,Hoogeveen,Drenthe,Bo,Openbaar,42557,15.0,CET,15,538.6
113XW,2017,"Het Hoeltien, loc. Vogelvlucht",7916RE,ELIM,118,Hoogeveen,Drenthe,Bo,Openbaar,42557,9.0,CET,9,531.888888888889
013XX,2017,SWS De Gavelander,9828RC,OOSTWOLD GEM LEEK,22,Leek,Groningen,Bo,Openbaar,41846,14.0,CET,14,538.785714285714
013YD,2017,Vl. Dagsch. Erasmus,3131WN,VLAARDINGEN,622,Vlaardingen,Zuid-Holland,Bo,Openbaar,41535,26.0,CET,16,533.625
013YI,2017,Basisschool Heidepolle,8471VM,WOLVEGA,98,Weststellingwerf,Friesland,Bo,Openbaar,41631,20.0,IEP,20,83.8134695375362
013YL,2017,Freinetsch Delft Opb Bso,2613LE,DELFT,503,Delft,Zuid-Holland,Bo,Openbaar,41441,62.0,IEP,62,90.14775685738658
013YM,2017,OBS de Hobbitstee,5653JM,EINDHOVEN,772,Eindhoven,Noord-Brabant,Bo,Openbaar,41248,22.0,CET,22,536.5454545454551
013YO,2017,De Botter,2986JA,RIDDERKERK,597,Ridderkerk,Zuid-Holland,Bo,Openbaar,42709,26.0,ROUTE8,26,208.57692307692298
013YQ,2017,Basissch de Plattenburg,7006SM,DOETINCHEM,222,Doetinchem,Gelderland,Bo,Openbaar,41371,38.0,CET,37,537.72972972973
013YR,2017,WereldKidz Tweesprong,3607CH,MAARSSEN,1904,Stichtse Vecht,Utrecht,Bo,Openbaar,41496,63.0,IEP,64,86.88757452369909
013YT,2017,Burg van Bommelschool,3274LV,HEINENOORD,585,Binnenmaas,Zuid-Holland,Bo,Openbaar,41444,10.0,IEP,10,87.99140372722471
013YV,2017,De Aquarel,8032GZ,ZWOLLE,193,Zwolle,Overijssel,Bo,Protestants-Christelijk,40934,27.0,CET,27,537.1481481481479
013YW,2017,RK Bs de Vossenberg,5481HD,SCHIJNDEL,844,Schijndel,Noord-Brabant,Bo,Rooms-Katholiek,40874,20.0,ROUTE8,20,191.2
013YX,2017,Het Baken,2907BD,CAPELLE AAN DEN IJSSEL,502,Capelle aan den IJssel,Zuid-Holland,Bo,Protestants-Christelijk,43227,39.0,CET,39,534.487179487179
013YZ,2017,Da Costaschool v BSO,3072BD,ROTTERDAM,599,Rotterdam,Zuid-Holland,Bo,Protestants-Christelijk,47595,15.0,IEP,15,80.7116699118583
113YZ,2017,De Nieuwe Haven,3071JJ,ROTTERDAM,599,Rotterdam,Zuid-Holland,Bo,Protestants-Christelijk,47595,44.0,IEP,45,71.30076764619629
013ZB,2017,De Tamarisk,8256BK,BIDDINGHUIZEN,303,Dronten,Flevoland,Bo,Protestants-Christelijk,42600,28.0,IEP,28,75.6542896183879
013ZE,2017,Het Kristal,2286GE,RIJSWIJK ZH,603,Rijswijk,Zuid-Holland,Bo,Protestants-Christelijk,20281,16.0,IEP,14,86.67562575190071
013ZF,2017,PC Basissch Pr Bernhard,3853BG,ERMELO,233,Ermelo,Gelderland,Bo,Protestants-Christelijk,76819,28.0,CET,28,543.357142857143
013ZG,2017,Bs Willem Alexander,7462HN,RIJSSEN,1742,Rijssen-Holten,Overijssel,Bo,Protestants-Christelijk,77196,27.0,CET,27,535.666666666667
013ZJ,2017,PC BS Oranje Nassau,2231RT,RIJNSBURG,537,Katwijk,Zuid-Holland,Bo,Protestants-Christelijk,80095,27.0,CET,27,535.592592592593
013ZL,2017,Obs de Riemsloot,8426CT,APPELSCHA,85,Ooststellingwerf,Friesland,Bo,Openbaar,41631,35.0,ROUTE8,35,207.942857142857
013ZM,2017,OBS Beatrix-school,8332CZ,STEENWIJK,1708,Steenwijkerland,Overijssel,Bo,Openbaar,41816,42.0,CET,42,530.928571428571
013ZN,2017,Pleiaden-School,1973BS,IJMUIDEN,453,Velsen,Noord-Holland,Bo,Openbaar,41375,24.0,CET,24,540.0
013ZO,2017,Obs de Hoorn,3227AR,OUDENHOORN,1930,Nissewaard,Zuid-Holland,Bo,Openbaar,41570,10.0,CET,10,536.0
013ZR,2017,Hagenhof-School,9501WD,STADSKANAAL,37,Stadskanaal,Groningen,Bo,Openbaar,41780,21.0,CET,21,528.952380952381
013ZS,2017,Jan Campert,3202VV,SPIJKENISSE,1930,Nissewaard,Zuid-Holland,Bo,Openbaar,41639,22.0,IEP,22,78.8759109497225
013ZW,2017,BS De Boge,8409JW,HEMRIK,86,Opsterland,Friesland,Bo,Openbaar,41806,11.0,IEP,11,72.74712319212149
013ZY,2017,De Regenboog,2522GR,'S-GRAVENHAGE,518,'s-Gravenhage,Zuid-Holland,Bo,Rooms-Katholiek,20281,71.0,IEP,71,70.316762801833
014AB,2017,Basissch De Wieken,6542KB,NIJMEGEN,268,Nijmegen,Gelderland,Bo,Rooms-Katholiek,47100,19.0,CET,19,531.263157894737
014AD,2017,CBS De Regenboog,8312AX,CREIL,171,Noordoostpolder,Flevoland,Bo,Protestants-Christelijk,52274,8.0,CET,8,537.375
014AE,2017,RK Bs het Bossche Broek,5211GX,'S-HERTOGENBOSCH,796,'s-Hertogenbosch,Noord-Brabant,Bo,Rooms-Katholiek,74049,67.0,CET,67,535.835820895522
014AG,2017,Willem van Oranjeschool,2021CG,HAARLEM,392,Haarlem,Noord-Holland,Bo,Protestants-Christelijk,85255,18.0,IEP,18,82.7795363289769
014AH,2017,BS De Steenenkamer,3882RC,PUTTEN,273,Putten,Gelderland,Bo,Protestants-Christelijk,40862,6.0,CET,6,529.666666666667
014AI,2017,Noordmansschool,1064CE,AMSTERDAM,363,Amsterdam,Noord-Holland,Bo,Protestants-Christelijk,81316,118.0,IEP,118,81.845205472055
014AK,2017,SSBO De Watergeus,8232HM,LELYSTAD,995,Lelystad,Flevoland,Sbo,Openbaar,42552,26.0,CET,8,506.875
014AL,2017,OBS De Poolster,9521BC,NIEUW-BUINEN,1681,Borger-Odoorn,Drenthe,Bo,Openbaar,42554,8.0,IEP,8,77.68899782765179
014AR,2017,Obs Klimop,1611JH,BOVENKARSPEL,532,Stede Broec,Noord-Holland,Bo,Openbaar,13662,11.0,IEP,11,75.6820356394234
014AS,2017,Baggelhuizenschool,9405HX,ASSEN,106,Assen,Drenthe,Bo,Openbaar,42719,28.0,CET,28,532.928571428571
014AZ,2017,Het Kleurrijk,3117WE,SCHIEDAM,606,Schiedam,Zuid-Holland,Bo,Openbaar,41567,26.0,IEP,26,79.0219925647465
014BB,2017,Windhoek,7607PB,ALMELO,141,Almelo,Overijssel,Bo,Openbaar,41522,72.0,CET,72,534.597222222222
014BC,2017,Het Schateiland,2941SE,LEKKERKERK,1931,Krimpenerwaard,Zuid-Holland,Bo,Openbaar,41401,27.0,CET,27,539.037037037037
014BD,2017,OBS Jan Ligthart,9934EW,DELFZIJL,10,Delfzijl,Groningen,Bo,Openbaar,41574,17.0,CET,17,534.058823529412
014BG,2017,BS Het Veenpluis,9354XH,ZEVENHUIZEN GN,22,Leek,Groningen,Bo,Openbaar,41846,14.0,CET,14,535.214285714286
014BJ,2017,BS IT Pertoer,9024ET,WEIDUM,140,Littenseradiel,Friesland,Bo,Openbaar,41856,7.0,CET,7,544.857142857143
014BL,2017,OBS De Vennegotte,7242JA,LOCHEM,262,Lochem,Gelderland,Bo,Openbaar,42561,25.0,CET,25,537.32
014BO,2017,De Optimist,8447BS,HEERENVEEN,74,Heerenveen,Friesland,Bo,Openbaar,41573,18.0,CET,18,533.777777777778
014BP,2017,Thrimwalda,9061BK,GYTSJERK,737,Tytsjerksteradiel,Friesland,Bo,Openbaar,41735,10.0,CET,10,539.0
014BQ,2017,Wolvega Zuid,8471LL,WOLVEGA,98,Weststellingwerf,Friesland,Bo,Openbaar,41631,7.0,ROUTE8,7,194.714285714286
014BT,2017,OBS Cornelis Jetses,5625RA,EINDHOVEN,772,Eindhoven,Noord-Brabant,Bo,Openbaar,41248,28.0,IEP,28,74.84040633468241
014BV,2017,De Noord,2985XB,RIDDERKERK,597,Ridderkerk,Zuid-Holland,Bo,Openbaar,42709,28.0,ROUTE8,28,194.92857142857102
014BW,2017,OBS De Wyken,8607GM,SNEEK,1900,S·dwest-FryslÔn,Friesland,Bo,Openbaar,42546,37.0,ROUTE8,37,195.378378378378
014BZ,2017,De Boomgaard,3271BB,MIJNSHEERENLAND,585,Binnenmaas,Zuid-Holland,Bo,Openbaar,41444,28.0,IEP,28,82.3010031019834
014CA,2017,De Wending,8314AA,BANT,171,Noordoostpolder,Flevoland,Bo,Openbaar,40662,8.0,ROUTE8,7,207.0
014CI,2017,Kbs De Boomgaard,4814TZ,BREDA,758,Breda,Noord-Brabant,Bo,Rooms-Katholiek,41407,88.0,CET,89,534.280898876405
014CK,2017,SSBO De Sponder,4707VV,ROOSENDAAL,1674,Roosendaal,Noord-Brabant,Sbo,Rooms-Katholiek,74154,38.0,ROUTE8,37,142.783783783784
014CL,2017,Waalse School,3031XH,ROTTERDAM,599,Rotterdam,Zuid-Holland,Bo,Protestants-Christelijk,74531,55.0,CET,55,532.945454545455
014CM,2017,PC Basissch Kon Juliana,3853VA,ERMELO,233,Ermelo,Gelderland,Bo,Protestants-Christelijk,76819,25.0,CET,25,537.12
014CR,2017,PC Basisschool Juliana,2231TK,RIJNSBURG,537,Katwijk,Zuid-Holland,Bo,Protestants-Christelijk,80095,30.0,CET,23,541.434782608696
014CX,2017,De Vuurtoren,1975DR,IJMUIDEN,453,Velsen,Noord-Holland,Bo,Openbaar,41375,11.0,CET,12,533.083333333333
014CY,2017,OBS Nieuwe Wisselse Sch,8162HJ,EPE,232,Epe,Gelderland,Bo,Openbaar,41345,15.0,IEP,15,76.4704336889927
