SCHOOL_ID,EXAMEN_JAAR,INSTELLINGSNAAM_VESTIGING,POSTCODE_VESTIGING,PLAATSNAAM,GEMEENTENUMMER,GEMEENTENAAM,PROVINCIE,SOORT_PO,DENOMINATIE_VESTIGING,BEVOEGD_GEZAG_NUMMER,AANTAL_LEERLINGEN_EXAMEN,EXAMEN,EXAMEN_AANTAL,EXAMEN_GEM
012IW,2015,WereldKidz Montessori Zeist,3705XL,ZEIST,355,Zeist,Utrecht,Bo,Openbaar,41496,63.0,CET,63,535.4
012IX,2015,OBS De Schatkamer,8256BK,BIDDINGHUIZEN,303,Dronten,Flevoland,Bo,Openbaar,41813,10.0,DREMPEL,10,91.6
012IY,2015,BS De Klimroos,4413AG,KRABBENDIJKE,703,Reimerswaal,Zeeland,Bo,Openbaar,41778,6.0,CET,6,531.7
012JD,2015,Sint Bernardusschool,7423DS,DEVENTER,150,Deventer,Overijssel,Bo,Rooms-Katholiek,23128,33.0,CET,33,536.6
012JF,2015,Basisschool Theo Scholte,7482VV,HAAKSBERGEN,158,Haaksbergen,Overijssel,Bo,Rooms-Katholiek,25351,36.0,CET,35,531.9
012JI,2015,Kath Basisschool Het Spectrum,2403HN,ALPHEN AAN DEN RIJN,484,Alphen aan den Rijn,Zuid-Holland,Bo,Rooms-Katholiek,28601,51.0,CET,50,535.2
012JJ,2015,Basisschool de Lanteerne,6543KR,NIJMEGEN,268,Nijmegen,Gelderland,Bo,Rooms-Katholiek,29810,75.0,CET,75,535.5
012JK,2015,Chr Basisschool Holk,3863EN,NIJKERK GLD,267,Nijkerk,Gelderland,Bo,Protestants-Christelijk,41337,62.0,CET,62,535.8
012JL,2015,CNS Basissch J.C. vd Wal,3607NZ,MAARSSEN,1904,Stichtse Vecht,Utrecht,Bo,Protestants-Christelijk,41138,16.0,CET,16,534.0
012JQ,2015,Groen van Prinsterer,2271SJ,VOORBURG,1916,Leidschendam-Voorburg,Zuid-Holland,Bo,Protestants-Christelijk,20281,52.0,CET,52,537.4
012JS,2015,BS De Sprongh,5491XP,SINT-OEDENRODE,846,Sint-Oedenrode,Noord-Brabant,Bo,Rooms-Katholiek,41731,20.0,CET,20,532.8
012JT,2015,Het Startpunt,6713BT,EDE GLD,228,Ede,Gelderland,Bo,Protestants-Christelijk,42587,16.0,IEP,16,77.3
012JU,2015,Prins Floris,3355AJ,PAPENDRECHT,590,Papendrecht,Zuid-Holland,Bo,Protestants-Christelijk,43928,90.0,CET,90,533.8
012JW,2015,PC Bs de Rank,3202JG,SPIJKENISSE,612,Spijkenisse,Zuid-Holland,Bo,Protestants-Christelijk,45917,54.0,DREMPEL,51,98.6
012JX,2015,RK Basissch Don Bosco,3317LE,DORDRECHT,505,Dordrecht,Zuid-Holland,Bo,Rooms-Katholiek,46385,18.0,CET,18,523.6
012JY,2015,Basisschool Het Kleurrijk,6531CS,NIJMEGEN,268,Nijmegen,Gelderland,Bo,Rooms-Katholiek,47100,14.0,CET,14,524.6
012KB,2015,Het Kristal,3328ME,DORDRECHT,505,Dordrecht,Zuid-Holland,Bo,Protestants-Christelijk,30582,46.0,DREMPEL,46,104.4
012KD,2015,Basisschool de Gansbeek,6231LP,MEERSSEN,938,Meerssen,Limburg,Bo,Rooms-Katholiek,41506,33.0,CET,33,539.5
012KE,2015,Montessori BS De Pas,7001GL,DOETINCHEM,222,Doetinchem,Gelderland,Bo,Rooms-Katholiek,50844,20.0,CET,20,530.3
012KG,2015,De Lichtboei,8303KN,EMMELOORD,171,Noordoostpolder,Flevoland,Bo,Protestants-Christelijk,52274,44.0,CET,44,533.5
012KH,2015,Basisschool C. Zeeman,8321ZE,URK,184,Urk,Flevoland,Bo,Protestants-Christelijk,53015,43.0,CET,43,534.8
012KJ,2015,Basisschool de Hofstee,1788VA,JULIANADORP,400,Den Helder,Noord-Holland,Bo,Rooms-Katholiek,55238,54.0,CET,54,532.1
012KM,2015,Chr Basisschool De Rank,7611AP,AADORP,141,Almelo,Overijssel,Bo,Protestants-Christelijk,61751,12.0,CET,12,529.8
012KO,2015,RK Bs de Tweeklank,3434HA,NIEUWEGEIN,356,Nieuwegein,Utrecht,Bo,Rooms-Katholiek,61517,19.0,CET,19,532.6
012KP,2015,J F Kennedybasisschool,1131DR,VOLENDAM,385,Edam-Volendam,Noord-Holland,Bo,Rooms-Katholiek,72853,30.0,CET,29,541.7
012KS,2015,Basissch De Korenaer,5345TA,OSS,828,Oss,Noord-Brabant,Bo,Rooms-Katholiek,75388,59.0,CET,59,536.3
012KU,2015,Kwikstaart,1422WX,UITHOORN,451,Uithoorn,Noord-Holland,Bo,Rooms-Katholiek,40581,83.0,CET,83,536.7
012LB,2015,PCBS Eben-Haezer,1272BP,HUIZEN,406,Huizen,Noord-Holland,Bo,Protestants-Christelijk,41293,44.0,CET,44,534.0
012LD,2015,Basissch met de Bijbel,3882CG,PUTTEN,273,Putten,Gelderland,Bo,Protestants-Christelijk,40862,21.0,CET,21,533.4
012LF,2015,De Aquamarijn,5215CK,'S-HERTOGENBOSCH,796,'s-Hertogenbosch,Noord-Brabant,Bo,Algemeen bijzonder,41672,38.0,CET,38,532.3
012LG,2015,BS Oranje Nassau,1032JR,AMSTERDAM,363,Amsterdam,Noord-Holland,Bo,Protestants-Christelijk,81316,22.0,CET,22,533.2
012LH,2015,Clausschool,8332CZ,STEENWIJK,1708,Steenwijkerland,Overijssel,Bo,Protestants-Christelijk,41270,31.0,ROUTE8,31,186.3
012LJ,2015,Obs de Regenboog,3781GG,VOORTHUIZEN,203,Barneveld,Gelderland,Bo,Openbaar,41481,6.0,CET,6,537.5
012LK,2015,WereldKidz Van Dijck,3723CG,BILTHOVEN,310,De Bilt,Utrecht,Bo,Openbaar,41496,48.0,CET,46,540.3
012LL,2015,Beatrixsch,7217SZ,HARFSEN,262,Lochem,Gelderland,Bo,Openbaar,42561,22.0,CET,22,531.0
012LM,2015,Horsthoekschool,8181RE,HEERDE,246,Heerde,Gelderland,Bo,Openbaar,41345,14.0,CET,13,532.5
012LO,2015,Opb Basissch de Klimop,9563RE,TER APELKANAAL,48,Vlagtwedde,Groningen,Bo,Openbaar,10925,8.0,CET,7,535.9
012LR,2015,De Boet,1735HW,'T VELD,1911,Hollands Kroon,Noord-Holland,Bo,Openbaar,41438,15.0,CET,14,521.5
012LT,2015,Opb Bs Rhoon,3161LG,RHOON,613,Albrandswaard,Zuid-Holland,Bo,Openbaar,41456,42.0,CET,42,535.6
012LU,2015,o.b.s. De Meander,9531CH,BORGER,1681,Borger-Odoorn,Drenthe,Bo,Openbaar,42554,34.0,CET,33,542.5
012LV,2015,Basisschool Het Noorderlicht,4827CN,BREDA,758,Breda,Noord-Brabant,Bo,Openbaar,41869,29.0,CET,29,527.5
012LX,2015,Basisschool de Weert,7482TT,HAAKSBERGEN,158,Haaksbergen,Overijssel,Bo,Openbaar,25351,16.0,CET,16,529.1
012LZ,2015,obs Het Palet Ommen,7731HJ,OMMEN,175,Ommen,Overijssel,Bo,Openbaar,42623,14.0,CET,14,531.4
012ME,2015,Quintusschool,9756BB,GLIMMEN,17,Haren,Groningen,Bo,Openbaar,41851,24.0,CET,24,536.2
012MF,2015,Basisschool de Heerd,3831MN,LEUSDEN,327,Leusden,Utrecht,Bo,Openbaar,41886,8.0,CET,8,534.8
012MJ,2015,BS De Welle,8723AZ,KOUDUM,1900,S·dwest-FryslÔn,Friesland,Bo,Openbaar,41856,10.0,IEP,10,89.3
012MN,2015,Basisschool de Blieken,3286VR,KLAASWAAL,611,Cromstrijen,Zuid-Holland,Bo,Openbaar,41444,23.0,CET,23,530.7
012MP,2015,OBS Kiezel en Kei,7271HB,BORCULO,1859,Berkelland,Gelderland,Bo,Openbaar,41413,9.0,CET,9,529.1
012MQ,2015,Obs Het Driespan,1602LR,ENKHUIZEN,388,Enkhuizen,Noord-Holland,Bo,Openbaar,13662,40.0,CET,38,529.0
012MR,2015,De Hobbit,2353WB,LEIDERDORP,547,Leiderdorp,Zuid-Holland,Bo,Openbaar,41675,85.0,CET,85,534.2
012MT,2015,Obs De Sleutel,5011EC,TILBURG,855,Tilburg,Noord-Brabant,Bo,Openbaar,41611,29.0,CET,27,530.1
012MU,2015,OBS de Voorpoort,8325AZ,VOLLENHOVE,1708,Steenwijkerland,Overijssel,Bo,Openbaar,41816,12.0,CET,12,532.5
012MY,2015,OBS De Hasselbraam,9351XZ,LEEK,22,Leek,Groningen,Bo,Openbaar,41846,11.0,CET,11,532.4
012MZ,2015,Basissch Twa Yn Ien,8539SX,ECHTENERBRUG,1921,De Friese Meren,Friesland,Bo,Openbaar,41856,9.0,CET,9,541.1
012NF,2015,Het Kofschip,6903DK,ZEVENAAR,299,Zevenaar,Gelderland,Bo,Openbaar,77235,43.0,CET,42,534.7
012NG,2015,De Eendragt,3284XD,ZUID-BEIJERLAND,588,Korendijk,Zuid-Holland,Bo,Openbaar,41444,15.0,CET,15,531.1
012NI,2015,De Vossestaart,6964AB,HALL,213,Brummen,Gelderland,Bo,Openbaar,41566,16.0,CET,16,530.5
012NK,2015,Obs de Hietweide,7391XP,TWELLO,285,Voorst,Gelderland,Bo,Openbaar,41566,22.0,CET,22,533.0
012NL,2015,Wethouder A. Heidaschool,8485JJ,MUNNEKEBUREN,98,Weststellingwerf,Friesland,Bo,Openbaar,41631,17.0,DREMPEL,17,99.9
012NN,2015,Obs Mildenburg,3233AS,OOSTVOORNE,614,Westvoorne,Zuid-Holland,Bo,Openbaar,41570,18.0,CET,18,534.1
012NU,2015,Basisschool Est,4185NA,EST,304,Neerijnen,Gelderland,Bo,Openbaar,41561,13.0,CET,13,534.4
012NX,2015,Basisschool Hagen,7009CZ,DOETINCHEM,222,Doetinchem,Gelderland,Bo,Openbaar,41371,42.0,CET,41,532.8
012OC,2015,Basisschool Mr Siebering,7938PS,NIEUW-BALINGE,1731,Midden-Drenthe,Drenthe,Bo,Openbaar,41812,17.0,IEP,17,86.7
012OF,2015,Nieuw Lotbroek,6433CD,HOENSBROEK,917,Heerlen,Limburg,Bo,Protestants-Christelijk,41516,38.0,CET,33,530.7
012OK,2015,Prinses Margrietschool,3436GB,NIEUWEGEIN,356,Nieuwegein,Utrecht,Bo,Protestants-Christelijk,41528,50.0,CET,50,535.1
012ON,2015,Bs Nautilus,1058VC,AMSTERDAM,363,Amsterdam,Noord-Holland,Bo,Protestants-Christelijk,81316,15.0,CET,15,535.1
012OS,2015,RK Basissch de Palster,5403XC,UDEN,856,Uden,Noord-Brabant,Bo,Rooms-Katholiek,32177,22.0,CET,22,536.9
012OT,2015,Berglarenschool,5421HW,GEMERT,1652,Gemert-Bakel,Noord-Brabant,Bo,Rooms-Katholiek,32580,40.0,CET,40,535.5
012OX,2015,RK Bs de Scheperstee,7232CT,WARNSVELD,301,Zutphen,Gelderland,Bo,Rooms-Katholiek,42616,35.0,CET,35,536.4
012OY,2015,Basissch De Viersprong,6602GM,WIJCHEN,296,Wijchen,Gelderland,Bo,Rooms-Katholiek,38001,26.0,CET,26,537.8
012OZ,2015,De Kardoen,7731VW,OMMEN,175,Ommen,Overijssel,Bo,Protestants-Christelijk,38482,25.0,CET,25,538.8
012PA,2015,PC Basissch Kon Beatrix,2743CR,WADDINXVEEN,627,Waddinxveen,Zuid-Holland,Bo,Protestants-Christelijk,82785,27.0,CET,27,531.5
012PB,2015,RK Basissch Twistvlied,3641ZL,MIJDRECHT,736,De Ronde Venen,Utrecht,Bo,Rooms-Katholiek,41233,19.0,CET,19,534.6
012PC,2015,Basisschool De Regenboog,5482BJ,SCHIJNDEL,844,Schijndel,Noord-Brabant,Bo,Rooms-Katholiek,40874,66.0,CET,66,534.6
112PC,2015,Basisschool De Regenboog,5482EG,SCHIJNDEL,844,Schijndel,Noord-Brabant,Bo,Rooms-Katholiek,40874,28.0,CET,28,532.2
012PF,2015,Oec Bs Dd Hoeksteen,3086HH,ROTTERDAM,599,Rotterdam,Zuid-Holland,Bo,Protestants-Christelijk,47595,33.0,CET,33,532.5
012PG,2015,Dominee Fortgensschool,2253BE,VOORSCHOTEN,626,Voorschoten,Zuid-Holland,Bo,Protestants-Christelijk,40540,30.0,CET,30,536.7
012PH,2015,Bs de Tweestroom,3341TC,HENDRIK-IDO-AMBACHT,531,Hendrik-Ido-Ambacht,Zuid-Holland,Bo,Protestants-Christelijk,60049,25.0,CET,25,535.7
012PI,2015,Chr Bs de Duinroos,2224XA,KATWIJK ZH,537,Katwijk,Zuid-Holland,Bo,Protestants-Christelijk,40508,51.0,CET,50,534.0
212PI,2015,Chr Bs de Duinroos,2223VG,KATWIJK ZH,537,Katwijk,Zuid-Holland,Bo,Protestants-Christelijk,40508,27.0,CET,26,534.6
012PJ,2015,CBS de Windroos,9801GK,ZUIDHORN,56,Zuidhorn,Groningen,Bo,Protestants-Christelijk,41571,26.0,CET,26,542.7
012PK,2015,Chr Bs de Regenboog,9101DR,DOKKUM,58,Dongeradeel,Friesland,Bo,Protestants-Christelijk,40788,18.0,IEP,18,83.7
012PL,2015,Groen v Prinstererschool,7701AT,DEDEMSVAART,160,Hardenberg,Overijssel,Bo,Protestants-Christelijk,40946,25.0,IEP,25,76.2
012PM,2015,Basisschool De Ark,1354EV,ALMERE,34,Almere,Flevoland,Bo,Protestants-Christelijk,40114,29.0,CET,27,534.2
012PU,2015,RK Bs St Martinus,4721AC,SCHIJF,840,Rucphen,Noord-Brabant,Bo,Rooms-Katholiek,31017,23.0,CET,23,536.2
012PX,2015,Bs De Krabbenkooi,4611KS,BERGEN OP ZOOM,748,Bergen op Zoom,Noord-Brabant,Bo,Algemeen bijzonder,40980,41.0,IEP,41,82.6
012QD,2015,De Wijngaard,3941LL,DOORN,1581,Utrechtse Heuvelrug,Utrecht,Bo,Protestants-Christelijk,41483,21.0,CET,21,545.5
012QH,2015,Basisschool De Fontein,3641KN,MIJDRECHT,736,De Ronde Venen,Utrecht,Bo,Protestants-Christelijk,41138,26.0,CET,26,534.0
012QI,2015,Basisschool het Kompas,1972RR,IJMUIDEN,453,Velsen,Noord-Holland,Bo,Protestants-Christelijk,40257,52.0,IEP,52,77.6
012QL,2015,Pr W Alexanderschool,6371VS,LANDGRAAF,882,Landgraaf,Limburg,Bo,Algemeen bijzonder,41516,6.0,CET,6,533.0
012QO,2015,Basisschool Kon Juliana,3771XM,BARNEVELD,203,Barneveld,Gelderland,Bo,Protestants-Christelijk,83579,30.0,CET,30,537.0
012QP,2015,Basissch de Springplank,9658PC,EEXTERVEEN,1680,Aa en Hunze,Drenthe,Bo,Openbaar,41899,14.0,CET,14,528.9
012QQ,2015,Dirk van Dykschool,8265HE,KAMPEN,166,Kampen,Overijssel,Bo,Openbaar,41871,39.0,CET,39,532.9
012QR,2015,OBS De Kinderboom,9621BL,SLOCHTEREN,40,Slochteren,Groningen,Bo,Openbaar,41779,10.0,CET,10,534.5
012QU,2015,Basisschool de Bolster,3818RL,AMERSFOORT,307,Amersfoort,Utrecht,Bo,Protestants-Christelijk,30010,68.0,CET,68,541.5
012QX,2015,Obs de Kring,5482HA,SCHIJNDEL,844,Schijndel,Noord-Brabant,Bo,Openbaar,40874,13.0,CET,13,535.8
012RD,2015,Obs Prof. Dr. Kohnstamm,4461RE,GOES,664,Goes,Zeeland,Bo,Openbaar,41670,23.0,CET,23,535.6
012RE,2015,Obs Kamperfoelie,1273LC,HUIZEN,406,Huizen,Noord-Holland,Bo,Openbaar,41376,26.0,CET,26,536.4
012RF,2015,Basisschool de Oanrin,9243SJ,BAKKEVEEN,86,Opsterland,Friesland,Bo,Openbaar,41806,11.0,CET,11,528.3
012RH,2015,OBS De Duykeldam,8255AR,SWIFTERBANT,303,Dronten,Flevoland,Bo,Openbaar,41813,20.0,CET,20,534.1
012RI,2015,BS De Eendracht,4417CA,HANSWEERT,703,Reimerswaal,Zeeland,Bo,Openbaar,41778,10.0,CET,9,522.1
012RL,2015,Johan Frisoschool,3448DX,WOERDEN,632,Woerden,Utrecht,Bo,Protestants-Christelijk,41286,21.0,CET,21,535.1
012RM,2015,Sint Bernardus,3116JB,SCHIEDAM,606,Schiedam,Zuid-Holland,Bo,Rooms-Katholiek,22725,21.0,CET,21,536.8
012RO,2015,Sint Bernardusschool,7215AD,JOPPE,262,Lochem,Gelderland,Bo,Rooms-Katholiek,23128,16.0,CET,16,539.4
012RQ,2015,Basissch de Troubadour,7482TW,HAAKSBERGEN,158,Haaksbergen,Overijssel,Bo,Rooms-Katholiek,25351,23.0,CET,23,538.7
012RS,2015,CBS Juliana van Stolberg,2132AT,HOOFDDORP,394,Haarlemmermeer,Noord-Holland,Bo,Protestants-Christelijk,42683,12.0,CET,12,534.8
012RU,2015,De JenaPlaneet,2401VP,ALPHEN AAN DEN RIJN,484,Alphen aan den Rijn,Zuid-Holland,Bo,Rooms-Katholiek,28601,26.0,CET,26,532.4
012RW,2015,Marnixschool,8266BS,KAMPEN,166,Kampen,Overijssel,Bo,Protestants-Christelijk,41125,17.0,DREMPEL,17,112.8
012SE,2015,Basisschool Dommelrode,5492BJ,SINT-OEDENRODE,846,Sint-Oedenrode,Noord-Brabant,Bo,Rooms-Katholiek,41731,37.0,CET,37,537.5
012SK,2015,Basissch de Sterredans,6522HE,NIJMEGEN,268,Nijmegen,Gelderland,Bo,Rooms-Katholiek,47100,40.0,CET,40,535.4
012SL,2015,Gabrielschool,2613VX,DELFT,503,Delft,Zuid-Holland,Bo,Rooms-Katholiek,40928,28.0,CET,26,534.0
112SL,2015,Gabrielschool,2614SH,DELFT,503,Delft,Zuid-Holland,Bo,Rooms-Katholiek,40928,23.0,CET,23,535.0
012SM,2015,RK BS Helen Parkhurst,5043LA,TILBURG,855,Tilburg,Noord-Brabant,Bo,Rooms-Katholiek,48101,40.0,DREMPEL,39,106.2
012SP,2015,Basisschool de Triangel,6235BP,ULESTRATEN,938,Meerssen,Limburg,Bo,Rooms-Katholiek,41506,27.0,CET,27,539.6
012ST,2015,Het Kompas,8304GA,EMMELOORD,171,Noordoostpolder,Flevoland,Bo,Protestants-Christelijk,52274,29.0,CET,29,536.8
012SU,2015,Basisschool Pr Beatrix,8322AK,URK,184,Urk,Flevoland,Bo,Protestants-Christelijk,53015,39.0,IEP,39,82.1
012SW,2015,Basisschool Geert Grote,8023CC,ZWOLLE,193,Zwolle,Overijssel,Bo,Rooms-Katholiek,40888,30.0,CET,25,540.8
012TB,2015,Basisschool de Bron,7671KB,VRIEZENVEEN,1700,Twenterand,Overijssel,Bo,Protestants-Christelijk,61751,14.0,CET,14,531.4
012TD,2015,Sint Petrusbasisschool,1131KX,VOLENDAM,385,Edam-Volendam,Noord-Holland,Bo,Rooms-Katholiek,72853,73.0,CET,73,538.5
012TE,2015,De Esch,7577PL,OLDENZAAL,173,Oldenzaal,Overijssel,Bo,Rooms-Katholiek,75219,39.0,CET,39,535.3
012TF,2015,Basisschool de Regenboog,1421VS,UITHOORN,451,Uithoorn,Noord-Holland,Bo,Rooms-Katholiek,40581,55.0,CET,54,535.6
012TH,2015,Basisschool de Haren,5233HG,'S-HERTOGENBOSCH,796,'s-Hertogenbosch,Noord-Brabant,Bo,Rooms-Katholiek,74049,23.0,DREMPEL,21,94.1
012TK,2015,PC Basissch Pr Beatrix,7441HR,NIJVERDAL,163,Hellendoorn,Overijssel,Bo,Protestants-Christelijk,85600,12.0,CET,12,536.4
012TL,2015,Basissch Johannes Post,8602BK,SNEEK,1900,S·dwest-FryslÔn,Friesland,Bo,Protestants-Christelijk,42545,27.0,CET,27,538.2
012TM,2015,Basissch de Driemaster,1034SG,AMSTERDAM,363,Amsterdam,Noord-Holland,Bo,Protestants-Christelijk,81316,27.0,CET,27,530.3
012TN,2015,Obs Kudelstaart,1433WB,KUDELSTAART,358,Aalsmeer,Noord-Holland,Bo,Openbaar,41544,32.0,IEP,32,84.1
012TO,2015,Obs de Spreng,8181XW,HEERDE,246,Heerde,Gelderland,Bo,Openbaar,41345,14.0,CET,14,538.0
012TR,2015,OBS De Vlinder,9561GN,TER APEL,48,Vlagtwedde,Groningen,Bo,Openbaar,10925,22.0,CET,22,537.6
012TS,2015,Het Groene Hart,7921HG,ZUIDWOLDE DR,1690,De Wolden,Drenthe,Bo,Openbaar,41895,35.0,CET,35,535.8
012TV,2015,Daltonschool Ees,9536PN,EES,1681,Borger-Odoorn,Drenthe,Bo,Openbaar,42554,14.0,CET,14,532.0
012TX,2015,BS De Klimop,1902DH,CASTRICUM,383,Castricum,Noord-Holland,Bo,Openbaar,41191,18.0,ROUTE8,18,198.9
012UA,2015,Openb Daltonsch De Driesprong,3921EK,ELST UT,340,Rhenen,Utrecht,Bo,Openbaar,41461,22.0,CET,22,528.0
012UE,2015,Basisschool VII 't Want,3238AP,ZWARTEWAAL,501,Brielle,Zuid-Holland,Bo,Openbaar,41570,14.0,CET,14,532.1
012UL,2015,Dr. A. Schweitzerschool,6871WB,RENKUM,274,Renkum,Gelderland,Bo,Openbaar,41461,15.0,CET,15,525.6
012UM,2015,Obs de Marke,9301JD,RODEN,1699,Noordenveld,Drenthe,Bo,Openbaar,11711,29.0,CET,29,538.4
012UP,2015,Basisschool De Dubbeldekker,3281LK,NUMANSDORP,611,Cromstrijen,Zuid-Holland,Bo,Openbaar,41444,27.0,CET,27,529.4
012UR,2015,OBS H.W. Heuvelschool,7271GD,BORCULO,1859,Berkelland,Gelderland,Bo,Openbaar,41413,18.0,CET,18,537.8
012UV,2015,OBS Gesworen Hoek,5043BE,TILBURG,855,Tilburg,Noord-Brabant,Bo,Openbaar,41611,17.0,CET,17,532.2
012UZ,2015,Het Spectrum,7902HM,HOOGEVEEN,118,Hoogeveen,Drenthe,Bo,Openbaar,42557,32.0,CET,20,533.4
012VA,2015,BS Nijenoert,9351HT,LEEK,22,Leek,Groningen,Bo,Openbaar,41846,28.0,CET,28,536.8
012VB,2015,Obs de Berenburcht,4501EM,OOSTBURG,1714,Sluis,Zeeland,Bo,Openbaar,41637,16.0,CET,16,534.7
012VC,2015,De Korf,3026XJ,ROTTERDAM,599,Rotterdam,Zuid-Holland,Bo,Openbaar,41775,14.0,CET,14,530.7
012VD,2015,Basisschool de Stjelp,8834XM,BAARD,140,Littenseradiel,Friesland,Bo,Openbaar,41856,11.0,CET,10,532.9
012VE,2015,Basissch de Driemaster,1931VE,EGMOND AAN ZEE,373,Bergen (NH.),Noord-Holland,Bo,Openbaar,41191,14.0,CET,14,530.2
012VF,2015,Bs Pr Willem Alexander,4266EA,EETHEN,738,Aalburg,Noord-Brabant,Bo,Openbaar,41878,12.0,CET,12,526.0
012VH,2015,'t Kraaienest,3265BH,PIERSHIL,588,Korendijk,Zuid-Holland,Bo,Openbaar,41444,12.0,CET,12,536.1
012VJ,2015,J.H. Isingsschool,7399AG,EMPE,213,Brummen,Gelderland,Bo,Openbaar,41566,15.0,CET,15,534.1
012VM,2015,Bs Dorpssch de Blesse,8397GV,DE BLESSE,98,Weststellingwerf,Friesland,Bo,Openbaar,41631,13.0,DREMPEL,12,103.2
012VN,2015,OBS Beukenlaan,9674CC,WINSCHOTEN,1895,Oldambt,Groningen,Bo,Openbaar,41613,41.0,CET,41,538.7
012VO,2015,OBS Het Overbos,3233VL,OOSTVOORNE,614,Westvoorne,Zuid-Holland,Bo,Openbaar,41570,28.0,CET,28,537.0
012VQ,2015,Basisschool de Cantharel,3852ZX,ERMELO,233,Ermelo,Gelderland,Bo,Openbaar,41345,12.0,CET,12,537.1
012VV,2015,Koning Willem Alexanderschool,4175HA,HAAFTEN,304,Neerijnen,Gelderland,Bo,Openbaar,41561,11.0,CET,11,534.5
012VX,2015,Basisschool Hogenkamp,7003DJ,DOETINCHEM,222,Doetinchem,Gelderland,Bo,Openbaar,41371,38.0,CET,38,538.9
012WD,2015,Koningin Beatrixschool,6446SR,BRUNSSUM,899,Brunssum,Limburg,Bo,Protestants-Christelijk,41516,31.0,CET,30,539.0
012WE,2015,De Fontein,4827NJ,BREDA,758,Breda,Noord-Brabant,Bo,Protestants-Christelijk,41001,25.0,CET,21,534.7
012WF,2015,Petraschool,8072AL,NUNSPEET,302,Nunspeet,Gelderland,Bo,Protestants-Christelijk,24533,40.0,CET,40,532.4
012WI,2015,RK Basisschool de Regenboog,5051KR,GOIRLE,785,Goirle,Noord-Brabant,Bo,Rooms-Katholiek,31267,17.0,CET,17,539.4
012WJ,2015,RK BS De Springplank,5403AG,UDEN,856,Uden,Noord-Brabant,Bo,Rooms-Katholiek,32177,33.0,CET,33,532.2
012WK,2015,De Schakel,3905WK,VEENENDAAL,345,Veenendaal,Utrecht,Bo,Protestants-Christelijk,41154,21.0,CET,21,540.2
012WL,2015,Het Carillon,8031DW,ZWOLLE,193,Zwolle,Overijssel,Bo,Protestants-Christelijk,40934,35.0,CET,35,529.5
012WM,2015,De Coppele,5061TB,OISTERWIJK,824,Oisterwijk,Noord-Brabant,Bo,Rooms-Katholiek,40947,22.0,CET,22,532.4
012WN,2015,Basisschool St Anthonius,6603CZ,WIJCHEN,296,Wijchen,Gelderland,Bo,Rooms-Katholiek,38001,15.0,CET,15,534.8
012WO,2015,PC Basisschool De Triangel,7738PA,WITHAREN,175,Ommen,Overijssel,Bo,Protestants-Christelijk,38482,9.0,CET,9,535.2
012WS,2015,Oec Basissch Achtsprong,1102BV,AMSTERDAM,363,Amsterdam,Noord-Holland,Bo,"Samenwerking PC, RK",43864,36.0,CET,36,518.9
012WT,2015,Chr Basissch De Klaver,3083VH,ROTTERDAM,599,Rotterdam,Zuid-Holland,Bo,Protestants-Christelijk,47595,47.0,CET,45,535.1
012WU,2015,Gevers Deynootschool,2251CT,VOORSCHOTEN,626,Voorschoten,Zuid-Holland,Bo,Protestants-Christelijk,40540,28.0,CET,28,536.1
012WY,2015,Chr Bs Gr van Prinsterer,9101CL,DOKKUM,58,Dongeradeel,Friesland,Bo,Protestants-Christelijk,40788,11.0,CET,11,537.5
012XA,2015,Basissch de Driemaster,1324DS,ALMERE,34,Almere,Flevoland,Bo,Protestants-Christelijk,40114,7.0,CET,7,531.3
012XD,2015,Basisschool Loeswijk,5731GH,MIERLO,1771,Geldrop-Mierlo,Noord-Brabant,Bo,Rooms-Katholiek,40557,18.0,CET,18,534.8
012XE,2015,Kath Basissch de Bunders,5467CV,VEGHEL,860,Veghel,Noord-Brabant,Bo,Rooms-Katholiek,73712,18.0,CET,18,530.1
012XF,2015,RK Bs Maria Goretti,4711EC,ST. WILLEBRORD,840,Rucphen,Noord-Brabant,Bo,Rooms-Katholiek,31017,27.0,CET,27,530.8
012XL,2015,Het Palet,1185EK,AMSTELVEEN,362,Amstelveen,Noord-Holland,Bo,Protestants-Christelijk,40020,73.0,CET,73,541.2
012XN,2015,Beatrixschool,2641HC,PIJNACKER,1926,Pijnacker-Nootdorp,Zuid-Holland,Bo,Protestants-Christelijk,78782,41.0,CET,41,533.3
012XQ,2015,Frans Postmaschool,6413VV,HEERLEN,917,Heerlen,Limburg,Bo,Algemeen bijzonder,41516,18.0,CET,18,536.4
012XS,2015,CBS Mozaiek,3023PV,ROTTERDAM,599,Rotterdam,Zuid-Holland,Bo,Protestants-Christelijk,74531,29.0,CET,29,520.5
012XW,2015,Het Meerrijk,8265ZD,KAMPEN,166,Kampen,Overijssel,Bo,Openbaar,41871,10.0,CET,10,533.2
012XX,2015,OBS Ruitenvelder,9619PL,FROOMBOSCH,40,Slochteren,Groningen,Bo,Openbaar,41779,8.0,CET,8,526.3
012YB,2015,Obs de Sterrekijker,1945TT,BEVERWIJK,375,Beverwijk,Noord-Holland,Bo,Openbaar,41375,57.0,CET,57,527.0
012YE,2015,obs De Meerpaal,4535ED,TERNEUZEN,715,Terneuzen,Zeeland,Bo,Openbaar,40803,38.0,CET,37,538.3
